name,title,authors,institutions,abstract
Sam Williams,"Quantifying sediment storage and evacuation in response to compound earthquake and typhoonhazards in the Liwu River, Taiwan","Samuel Williams^{1}, Eric Kirby^{1}, Roman DiBiase^{1}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","In steep, tectonically active landscapes, earthquakes and precipitation can generate large, episodic sediment pulses that transiently alter channel morphology. The timescales over which these pulses are evacuated, and the sensitivity of transport to large discharge events, remain uncertain. Understanding how sediment pulses propagate through boulder-dominated rivers is necessary for predicting the long-term evolution of active mountain belts. Because these transient responses influence channel longitudinal profiles and the pace at which rivers adjust to tectonic forcing, constraints on sediment storage and evacuation are essential for linking short-term events to long-term landscape evolution. A natural experiment is posed by the Liwu River following the 2024Hualien earthquake in the Central Range of Taiwan. This Mw 7.2 event triggered widespread co-seismic landsliding, and an intense subsequent typhoon season had multiple storms capable of triggering additional landsliding and mobilizing stored sediment. I will quantify spatial and temporal patterns of sediment storage and evacuation in the Liwu River using a multi-temporal dataset to test the following hypotheses: (1) sediment aggradation will be clustered downstream of major landslide and tributary inputs rather than uniformly distributed along the reach, and (2) reaches with greater pre-event boulder cover will retain sediment longer during floods.\nThis study leverages a high-resolution Unmanned Aerial Vehicle (UAV) survey conducted in 2023 that provides centimeter-scale orthophotos and 3D point clouds for baseline channel morphology. These data will be integrated with a time series of 10–50 cm scale resolution orthophotos and a repeat UAV survey to quantify bed elevation change, sediment storage, and boulder exposure from 2023-2026 across a ~4 km reach of the Liwu River. Together, these observations will provide new constraints on sediment residence time and the role of boulder cover in controlling sediment transport following extreme disturbances."
Chandan Sahu,How does composition variation affect mantle solidus and thermal evolution of rocky planets?,"Chandan Sahu^{1}, Bradford Foley^{1}, Aaron Wolf^{2}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}SETI Institute, Mountain View, CA, USA","Understanding exoplanet interiors remains a challenge due to the inherent difficulty of direct observation. While their atmospheres are observed using advanced telescopes, interior modeling provides information about their interior structure, composition, and evolution relevant for interpreting atmospheric observations. Current models often assume an Earth-like mineralogy, however rocky exoplanets can come in ranges of different compositions. Studies from the Hypatia catalog and other stellar composition catalogues show that stars can have a wide range of elemental abundances, leading to diverse mineral compositions in terrestrial planets, as they reflect the refractory materials present in the host star.\nOur research investigates how variations in interior composition affect the mantle mineralogy and solidus, the viscosity and consequently the planet’s thermal history. The solidus, marking the onset of melting, is crucial for heat and melt transport. On Earth, olivine and pyroxene are the primary minerals in the upper mantle. Variability in elemental abundances in stars suggests planets may have diverse olivine-pyroxene (Ol-Px) ratios. We use the MELTS model to determine how different mineralogies affect the mantle's solidus profile. Our results indicate higher solidus temperatures for higher Ol-Px ratio. We then integrate the calculated solidii with the mantle adiabat and heat sources/sinks to simulate interactions between mantle composition, temperature, viscosity, and lid growth over geological timescales. We also model the viscosity using flow laws and creep mechanisms, to observe the behaviour with changing Ol-Px ratio. This helps us understand melt production, outgassing, volcanism, and other dynamic processes during a rocky planet’s evolution, aiding in predicting the thermal and geological history of exoplanets. Understanding these is essential for identifying the presence of tectonic activity and volcanism, and can create and sustain habitable conditions."
Christian Lundy,"The Stabilization of Waste water-Derived Phosphorus in a Florida Keys, USA Karstic Aquifer","Christian Lundy^{1}, Eleanor Spielman-Sun^{2}, Lee Kump^{1}, Miquela Ingalls^{1}, and Rachel Housego^{1}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}SLACNational Accelerator Laboratory, 2575 Sand Hill Road, Menlo Park, CA, USA","Submarine groundwater discharge is an often overlooked source of nutrient loading in coastal ecosystems. Phosphorus (P) inputs into ocean surface waters can cause eutrophication, leading to algal blooms and deoxygenation. Shallow wastewater injection in Marathon, FL injects up to 700, 000 liters of high-P treated wastewater daily approximately 30 meters into the Key Largo Limestone (KLL) aquifer for disposal. P concentrations are greatly decreased within the plume due to dilution, adsorption of P to the calcite lattice, and precipitation of P minerals. This P sink is under threat as rising sea levels cause saline intrusion into previously fresh aquifer regions, leading to P desorption and possible P mineral dissolution. This study aims to characterize the P minerals precipitated from KLL shallow wastewater injection to assess P sink stability under future saline intrusion scenarios.\nCarbonatecores were collected at three locations along a cross-island transect through the Marathon wastewater plume in September 2025. Adjacent monitoring wells were instrumented with conductivity-temperature-depth sensors to determine core salinity zones and water samples were collected for plume geochemical characterization. Thin sections from the cores were selected from fresh and saline aquifer regions and sections of varying secondary porosity. They will be analyzed using µ-X-Ray Absorbance Near Edge Structures (µ-XANES) and µ-X-Ray Fluorescence (µ-XRF) at the Stanford Synchrotron Radiation Light source (SSRL) and Scanning Electron Microscopy/Energy Dispersive Spectroscopy (SEM/EDS) at the Penn State Materials Characterization Laboratory to determine P mineral speciation. We hypothesize that more stable P minerals will be present in aquifer regions with lower salinity and less secondary porosity, as decreased groundwater residence time from preferential karstic pathways leads to decreased P mineral precipitation. This project holds important implications for P loading under future saline intrusion scenarios and can provide important geochemical constraints for reactive transport modeling of shallow wastewater injection."
Anthony Delgadillo Salas de la Tierra,Reconstructing Late Pleistocene/Holocene Fire–Vegetation–Human Feedback in the Lake Malawi Basin Using Core MAL05-2A,"Anthony Delgadillo Salas de la Tierra^{1}, Sarah Ivory^{1}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Lake Malawi is an important sedimentary archive for understanding the long-term changes between tropical African climate, ecosystems, and early human activity. During the Pleistocene, East Africa experienced megadroughts causing permanent ecological reorganization between ~85-70 ka, shifting from Afromontane forests to miombo woodlands. It is unclear if the transition is solely a climate shift or if early anthropogenic fire-vegetation feedback occurred. Addressing this gap has been challenging due to chronological uncertainties and coarse sampling resolutions during the Late Pleistocene-Holocene transition. This project tests the hypothesis that early human fire use during the 85-70 ka transition created self-sustained ecological feedback that later intensified during the Holocene agropastoralism.\nThis project aims to analyze 56 sediment samples from core MAL05-2A, spanning the last ~123, 000 years with some intervals studied at a higher resolution such as a millennial scale. By utilizing pollen analysis to track vegetation changes with microscopic charcoal analysis to measure fire activity, this study will develop an improved understanding of environmental conditions in southeast Africa. Results are expected to reveal two major phases of fire intensification, the ~85-70ka transition and the Holocene. This fire intensification is suspected to be characterized by a continuous directional shift toward grass dominated savanna assemblages. This research aims to determine whether fire-maintained landscapes in Southeast Africa are a modern occurrence or a legacy of Pleistocene anthropogenic influence, providing a base line for understanding modern landscape degradation and ecosystem resilience under climate change."
Zach Loveall,Dual-Clumped Isotope Disequilibrium in Terrestrial Carbonates,"Zachary Loveall^{1}, Ellen Olsen^{1}, Miquela Ingalls^{1}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Terrestrial carbonates preserve valuable paleoclimate records in their isotopic compositions. However, kinetic effects associated with dissolved inorganic carbon cycling, including CO_{2}degassing, absorption, and water mixing can shift isotopic systems out of equilibrium. Because isotopic equilibration in the DIC–H_{2}O system occurs over hours to days, rapidly forming carbonates may preserve transient disequilibrium signals, complicating paleoclimate records. Carbonates from the Green River Formation of Wyoming and Utah record lacustrine, wetland, and shoreline environments during the Early Eocene Climatic Optimum, a warm interval characterized by elevated pCO_{2} and high temperatures. These deposits provide an ideal natural laboratory for evaluating how rapid carbonate precipitation records isotopic disequilibrium across terrestrial environments and facies. Petrographic screening and mineralogical analyses were conducted on stratigraphically constrained samples to assess diagenetic overprinting. We interpreted preliminary δ^{13}C, δ^{18}O, and dual-clumped isotope (Δ_{47}–Δ_{48}) values within the context of depositional and diagenetic history to characterize departures from thermodynamic equilibrium. Preliminary petrographic characterization and initial dual-clumped results suggest variability among facies that may reflect formation mechanisms rather than temperature alone. These results will refine interpretations of carbonate-based paleotemperature reconstructions and establish a framework for identifying and quantifying isotopic disequilibrium in terrestrial systems during past greenhouse climates."
Lara Williams,Investigating deep critical zone structureusing landslide scars in the Taiwan Central Range,"Lara Williams^{1}, Roman A DiBiase^{1, 2}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}Earth and Environmental Systems Institute, The Pennsylvania State University, University Park, PA, USA","The Critical Zone (CZ) is the near-subsurface layer that integrates rock, water, air, and biotic processes; it is where bedrock is weathered and regolith is produced. The thickness of this weathered zone is dependent on lithology, climate, and erosion rate. Models indicate that weathering depths will be deeper in areas of slower erosion, as slower erosion rates will increase soil residence times and allow for deeper propagation of weathering. However, it is difficult to isolate the influence of individual factors, and the lower boundary of the CZ is difficult to study as it is often beneath tens of meters of weathered material.\nTo address these challenges and isolate the role of erosion in determining weathering depth, I plan to examine landslides cars in the Central Range of Taiwan that provide a unique window into the subsurface. The steep, rapidly eroding Central Range has a consistent climate and lithology, with landslides cutting directly into small patches of low relief topography found along the spine of the range. These landslide scars often expose the full depth of the weathered zone and extend into unaltered bedrock below. I plan to measure the depth of weathering in these scars using aerial photography and high-quality drone imagery obtained in 2024 from Mt. Qilai from which I will build 3D models of the topography. By using the slope of the low relief surfaces as a proxy for erosion rate, this will provide a first-order sense of how weathering depth responds to erosion."
Tsunami Sharmba,A Network Analysis of Administrative Callsand User Interdependencies in the Colorado River Basin,"Tsunami Sharmba^{1}, Dr. Antonia Hadjimichael^{1}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","The Colorado River sustains over 40 million people, 5 million acres of cropland, and a $1.4 trillion economy across seven U. S. states and Mexico. The basin faces mounting stress from chronic overallocation, prolonged drought, and accelerating climate change. Initial water allocations were based on flow estimates that exceeded actual averages by at least 3 million acre-feet, a structural deficit that has deepened as warming temperatures reduce snowpack and accelerate evaporation. As supply and demand diverge, the basin is approaching a governance crisis that current frameworks are ill-equipped to address.\nUnder prior appropriation, senior water rightsholders place administrative calls that curtail junior users during scarcity. These calls are the operational backbone of the system, but the patterns they produce regarding who curtails whom, how often, for how long, and under what hydrological conditions, reveal how climate stress propagates unevenly across a rigid, seniority-bound network of interdependent users. When one user's call restricts another, that stress can trigger broader adaptive responses such as water transactions, crop changes, and decisions that carry their own risks and tradeoffs. Understanding where those pressures concentrate and how they cascades essential for anticipating maladaptation before it locks in.\nThis research maps the structure of water user interdependencies in the Colorado River Basin using administrative call records from the Colorado Division of Water Resources. By representing users as a network, this work identifies which users and reaches are most vulnerable to cascading curtailment and where the system is most delicate. These findings will inform future efforts to build resilience into governance frameworks amida deeply uncertain and changing climate."
Jackson Saftner,Low-Cost Monitoring of Inert Gas Stimulation with DAS,"Jackson Saftner^{1}, Xinxin He^{2}, Tieyuan Zhu^{1}, Shimin Liu^{2}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}Department of Energy and Mineral Engineering, The Pennsylvania State University, University Park, PA, USA","High-density micro seismic monitoring is aproven tool for stimulation verification and reservoir surveillance, but conventional campaigns typically require a dedicated monitoring well or a large surface geophone array. Here, we evaluate distributed acoustic sensing (DAS) as a cost-effective alternative by analyzing a continuous dataset acquired during an inert-gas (liquid CO₂) stimulation at an onshore well site near Olean, New York.\nThe dataset was recorded on a fiber array attached to the same wireline used to deploy the stimulation tool to the target interval. This single-well setup avoids an additional monitoring well and still provides dense, high-sensitivity measurements. In the continuous record, we capture the stimulation pulse with high signal-to-noise ratio and a rich post-stimulation interval characterized by sustained changes in seismic energy and numerous broadband impulsive signals consistent with cracking or deformation episodes.\nTo enable rapid diagnostics, we develop a lightweight detection workflow based on multi-band energy attributes and STA/LTA triggering. Applying the workflow, we identify 732 candidate impulsive events and track the post-stimulation event-rate evolution, finding an Omori-type decay similar to earthquake aftershocks. We then add a simple source-location step to estimate first-pass locations for a subset of detections (58 events), providing stimulation-verification metrics that indicate fracture propagation to approximately 50 m from the stimulation well."
Gabriel Dos Santos,"Distributed Sensing of Frost Quakes and Ice-Wedge Cracking in Utqiaġvik, Alaska","Gabriel Rocha dos Santos^{1}, Tieyuan Zhu^{1}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Ice wedge polygons are distinctive periglacial landforms that result from repeated cycles of ground contraction and crack infilling in permafrost terrains. However, the fracture events that initiate their growth remain poorly documented through direct field observations. In this study, we analyze thousands of short-duration seismic events recorded over two winters using continuous Distributed Acoustic Sensing (DAS) in Utqiaġvik, Alaska. These events display clear body wave arrivals followed by dominant surface wave energy and broadband high-frequency content, suggesting shallow sources near the fiber. We found a strong correspondence between peaks in seismic activity and peaks in modeled ground thermal stress, derived from athermo-viscoelastic model constrained by Distributed Temperature Sensing (DTS) from a co-located fiber. These signals are interpreted as cryoseisms resulting from the thermal cracking of ice wedges during periods of intense ground cooling, commonly referred to as frost quakes. To investigate the spatial variability of these events, we apply Matched Field Processing (MFP) using both surface and body wave arrivals. The resulting maps reveal evolving fracture patterns across the tundra surface. In addition, we performed source mechanism inversion on a subset of near-field events to investigate whether their waveforms can be used to infer rupture orientation or mode. Our results demonstrate the utility of DAS and DTS for detecting and characterizing thermally induced fracturing in permafrost. By combining seismic and thermal analyses, we provide new insights into the seasonal evolution of subsurface cracking and ice wedge development in a rapidly changing Arctic climate."
Dayang Zhou,Listening to Arctic Sea Ice: Seismic Tremors as a Proxy for Ice Strength,"Dayang Zhou^{1}, Gabriel Rocha dos Santos^{1}, Jackson Saftner^{1}, Tieyuan Zhu^{1}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Sea ice is a critical component of the polar system, supporting Arctic ecosystems and coastal communities, reflecting a substantial fraction of incoming solar radiation, and attenuating ocean wave energy by acting as a mechanical buffer along coastlines. Under ongoing climate warming, Arctic sea-ice extent has declined rapidly. Reduced ice cover increases coastal exposure to wave forcing, accelerating erosion and heightening the vulnerability of infrastructure and communities. Monitoring nearshore sea-ice stability is therefore essential for assessing coastal hazards and environmental change in the Arctic.\nIn contrast to remote sensing methods, which typically provide spatial resolutions of tens of kilometers and temporal resolutions of days to weeks, seismic observations offer continuous, high-temporal-resolution monitoring that operates reliably through polar night and severe weather. Seismic data are particularly sensitive to mechanical ice processes that are difficult to observe directly. Interactions between drifting pack ice and landfast ice generate distinctive harmonic tremor signals that can be separated from other seismic sources. In this study, we investigate the physical processes responsible for these harmonic features and explore their relationship to landfast-ice extent through analysis of fundamental frequencies.\nTo enable systematic detection, we apply a machine learning approach based on YOLO (You Only Look Once) to identify harmonic signals in the time–frequency domain. The detected events exhibit clear seasonal variability, suggesting strong links to the evolving state of nearshore sea ice. These results demonstrate the potential of seismic monitoring combined with machine learning to provide new constraints on coastal sea-ice dynamics."
Young Kim,Assessing Post‑Collapse Flank Instabilityat Anak Krakatau Using Satellite Remote Sensing,"Young Cheol Kim^{1}, Christelle Wauthier^{1, 2}, Thomas R. Walter^{3}, Semeidi Husrin^{4}, Herlan Darmawan^{5}, Daniel Müller^{3}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}Institute for Computational and Data Science, The Pennsylvania State University, University Park, PA, USA\n^{3}GFZ German Research Centre for Geosciences, Helmholtz Centre Potsdam, Telegrafenberg Potsdam, Germany\n^{4}The National Research and Innovation Agency (BRIN), Indonesia, Jakarta, Indonesia\n^{5}Laboratory of Geophysics, Department of Physics, Facultyof Mathematics and Natural Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia","Anak Krakatau Volcano, Indonesia, experienced a major flank collapse on December 22, 2018, generating a tsunami that caused significant casualties. Prior InSAR studies showed more than a decade of instability on the southwest flank. This study investigates whether instability continued after the 2018 event. We used ALOS-2 and Sentinel-1 data spanning2019 to 2024. Due to ongoing eruptive activity and surface changes, three separate time-series were generated to ensure enough reliable pixels for InSAR time-series analysis. The key focus area was the southwest part of Anak Krakatau, where faster movement was observed prior to the collapse and most of the newly erupted material had accumulated.\nPost-collapse displacements show a strong gradient that aligns with fractures observed in drone imagery. To better interpret motion, we decomposed the InSAR time series into vertical and east–west components, excluding the north–south direction due to low sensitivity. The vertical displacement shows an exponential decay pattern, interpreted as compaction and consolidation of fresh deposits. To avoid this signal dominating source modeling, we limited geodetic modeling to later intervals of the time series. These displacements were then used in rectangular dislocation inversions to characterize the subsurface processes controlling post-collapse deformation."
Sierra Melton,Enhanced Grounding Zone Stresses at an Ice Cliff Compared to at a Freely Spreading Ice Shelf,"Sierra Melton^{1}, Byron Parizek^{1, 2}, Richard Alley^{1}, Sridhar Anandakrishnan^{1}","^{1}Department of Geosciences, and Earth and Environmental Systems Institute, Pennsylvania State University, University Park, PA, USA\n^{2}Mathematicsand Geoscience, Pennsylvania State University, DuBois, PA, USA","Ice stored in the Greenland and Antarctic Ice Sheets largely flows to the ocean through fast-flowing outlet glaciers and ice streams, forming floating ice shelves when it crosses the grounding zone. Ice shelves are susceptible to melting, rifting, and collapse, which has been observed to speed flow of non-floating ice and to expose grounded ice cliffs that can retreat rapidly by iceberg calving, raising sea level. Most ice sheet models do not simulate coupled ice-shelf loss and calving-cliff retreat because of difficulty in modeling the governing processes at suitable spatiotemporal resolutions and parameterizing the sub-grid scale physics involved in these transition regions. With the Ice-sheet and Sea-level System Model (ISSM), we compare the 3D grounding zone stresses for a freely spreading ice shelf with those at an ice cliff for an idealized outlet glacier. At an ice cliff, lack of support from any further glacial ice in the down-flow direction causes a stress imbalance, compensated for by enhanced englacial stresses. These enhanced stresses should speed rates of glacial thinning and retreat for an ice cliff compared to a freely spreading shelf because they are occurring within the grounding zone rather than within the distal zones of the attached ice shelf. Even a freely spreading ice shelf underestimates cliff stresses by shifting stresses from the grounding line to the front of the shelf. Our results will ultimately help represent ice-cliff retreat more accurately in ice sheet models to improve sea-level rise projections."
Noshin Sharmili,Exploring the Depositional & Erosional Morphology of Jezero Crater,"Noshin Sharmili^{1}, Liz Hajek^{1}, Kathryn Stack Morgan^{2}, Ben Cardenas^{1}, Libby Ives^{3}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}NASA Jet Propulsion Laboratory, Pasadena, CA\n^{3}Michigan Geological Survey, Kalamazoo, MI","The Jezero crater western fan, an exploration site of the Mars 2020 Perseverance rover, contains a record of paleoenvironmental conditions, sedimentary processes, and potential biosignatures. It has generally been assumed that the modern shape and extent of the Jezero western fan is the result of the interplay between a deltaic deposit and billions of years of wind erosion on the Martian surface. Fine-grained facies such as silt and clay would have been preferentially removed by wind erosion while rocks made of sand and gravel would have been more likely tube preserved.\nHowever, this hypothesis is not consistent with the modern shape and extent of the Jezero western fan. Specifically, the scarp that defines the current extent of the western fan is abrupt and does not coincide with a downstream decrease in grain size. Instead, observations made during Perseverance’s traverse across the crater floor and the Jezero crater western fan suggest that the strongest control on the present shape of the fanis the spatial distribution of a sandstone- and boulder-bearing sequence (“the Upper Fan group”) that is unconformably overlain on underlying fluvial and deltaic sediments and absent on crater floor. Boulders are impervious to wind erosion and would essentially armor any underlying sedimentary rocks from erosion. This study employed numerical models to investigate the factors contributing to the preservation of Jezero Crater’s western fan morphology and to understand the erosion rates affecting its formation and evolution. The experiments tested the hypothesis that the fan's shape was originally inherited from the lower Otis Peak Formation and later preserved by the erosion-resistant igneous boulder deposits of the upper Otis Peak Formation."
Caleb Norville,Impacts of Fire and Solar Radiation on Afroalpine Vegetation in the Rwenzori Mountains,"Caleb Norville^{1}, Sarah Ivory^{1, 2}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}EESI, The Pennsylvania State University, University Park, PA, USA","Previous work has elucidated the responses of Rwenzori Mountains Afroalpine vegetation to Holocene temperature and precipitation changes, suggesting that Afroalpine ecologies may be more insulated from the impacts of increasing temperature than lower Afromontane forest communities. Precipitation changes over the Holocene seem to correlate more closely to observed changes in vegetation recorded by pollen preserved in Afroalpine lakes. However, a large portion of the variance in the pollen data remains unexplained by these climate factors, necessitating the examination of other environmental or ecological factors as potential drivers of vegetation. Fire has been proposed as a major catalyst for rapid vegetation change in the Afroalpine zone, especially following a large wildfire in 2012. However, recent work has suggested that large Afroalpine fires were rare to absent across most of the Holocene, making the 2012 event unprecedented over the past 13 ka. Ongoing work is focused on understanding the record of vegetation response to this localized recent fire event.\nAfroalpine elevations produce harsh conditions for plants, where frequent cloud cover and frost limits plant growth, and high UV-B influxes necessitate adaptations to this damaging solar radiation. Plants actively respond to changing UV-B influxes during the growing season by regulating their production of protective UV-B absorbing compounds (UACs) which have been shown to be well preserved within fossil pollen grains. These UACs in selected pollen taxa can be quantified using micro-FTIR spectroscopy, providing pollen-based proxy for paleo UV-B influx. Changes in fossil pollen UACs can track orbitally controlled changes in solar insolation; however, the impacts of UV-B blocking cloud cover have yet to be examined. Ongoing work is focused on determining whether changes in cloud cover associated with the termination of the African Humid Period can be observed in fossil Afroalpine pollen, potentially providing a novel proxy for paleo cloud cover."
Eric Hasegawa,The effect of ring substitutions on aromatic carboxyl oxygen isotope geochemistry and applications tomacromolecular systems,"Eric Hasegawa^{1}, Jason Boettger^{2}, Katherine Dawson^{3}, Katherine Freeman^{1}, Max Lloyd^{1}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}North Carolina Department of Environmental Quality, Raleigh, NC, USA\n^{3}Department of Environmental Sciences, Rutgers University, Newark, NJ, USA","The position-specific oxygen isotope geochemistry of macromolecules such as lignin, kerogen, or meteoritic insoluble organic matter (IOM) can give insight into the origins and reaction pathways of different functional groups. These functional groups are dominantly associated with aromatic moieties in the macromolecular structures. However, it is unclear if and how functional group electronic properties differ due to substitutions on aromatic rings and how they result in different isotope geochemistry. An example is the oxygen exchange chemistry that can occur on an aromatic carboxyl group such as the one found in benzoic acid. In this case, the carbon is sp^{2} hybridized, which links the oxygen to the larger aromatic framework. We aim to answer the question: how do additional ring substitutions change the oxygen isotopic exchange chemistry at the carboxyl site, and how does this affect our interpretation of carboxyl group chemistry in natural samples? Initial density functional theory modeling suggests little to no difference in fractionation factors, and we follow these studies with physical equilibration experiments using methods developed in our previous study of phenol-water oxygen exchange. We reacted benzoic acid and vanillic acid with waters of known oxygen isotopic compositions at elevated temperatures, and we injected these solutions into our electrospray ionization-Orbitrap mass spectrometer to determine oxygen equilibrium fractionation factors (the difference between an equilibrated carboxyl group’s isotopic composition and the water’s isotopic composition) for these two molecules. Carboxyl groups can exchange their oxygen in low pH conditions, and therefore their isotopic composition, once corrected with a fractionation factor, will likely represent the isotopic composition of the last acidic alteration fluid to which they were exposed. The impact of additional aromatic functional groups will be used as an analog to better understand the impact of aromatic linkages in macromolecular frameworks."
Erik Schoonover,Linking Arc Granitoids to Ore Deposits through Fluid–Melt–Rock Interactions,"Erik Schoonover^{1}, Cole J. Stern^{1}, Renan Beckman^{1}, Rory Changleng^{1}, Evan Ritchey^{1}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Rising demand for key metals has placed increased focus on discovering new deposits in Earth's crust. Resources, such as Fe, Cu, and the rare earth elements, are fundamental for infrastructure, energy systems, and national security. Generating deposits large enough to be economically viable requires efficient crustal processes that mobilize and concentrate these metals of interest. Investigating the mechanisms of ore-forming processes is important, particularly, for developing new exploration targets and reducing the economic costs associated with ore discovery and characterization. Crustal ore deposits provide a partial view of these processes because they are the final product of multistage, complex processes. Deposits are often overprinted by successive mineralization events, strongly modified by post-emplacement alteration, and their source rocks are rarely preserved or exposed. As a result, the physical and chemical mechanisms of ore formation are difficult to observe directly.\nBridging this gap in deposit formation requires shifting focus from the mineralized deposits to the magmatic environments that generate them. Two major deposit types that supply strategic and critical elements are iron oxide-apatite (IOA) and iron oxide-copper-gold (IOCG) deposits. These deposits are exemplar models for metal concentration and mobilization from arc magmas. Competing models for these deposits suggest either that enrichment occurs through separation of an Fe-rich immiscible melt or through Cl-rich fluid flux that sequester metals from a crystal-rich magma. Therefore, without source context, the interactions and relative roles of fluid, melt, and magmatic rocks during metal concentration remains unresolved.\nMy current hypothesis is that metal-enriched, channel-like features in arc granitoids represent the preserved record of metal mobilization during the magmatic-hydrothermal transition.\nThese features could provide a means to directly link late-stage arc magmatism with ore-forming processes. The Tuolumne Intrusive Suite (TIS), CA, USA is an ideal setting, enabling clear observation of the parameters governing fluid-melt-rock interaction during the metal mobilization."
Emma Hartke,"Holoceneclimate changes, ecosystem conditions & early human activity in the Central Mediterranean: a multi-proxy investigation","Emma Hartke^{1}, Kate Freeman^{1}, Miquela Ingalls^{1}, Melissa Berke^{2}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}Civil and Environmental Engineering and Earth Sciences, Notre Dame University, Notre Dame, IN, USA","Holocene records of environmental change capture the interrelated evolution of climate, ecosystems, and early human activity, especially as societies in the Central Mediterranean transitioned toward increasingly settled agropastoral lifestyles during the Middle Holocene. Disentangling the relative influences of postglacial climate variability and anthropogenic landscape modification remains challenging, particularly in this climatically sensitive region. Continuous sedimentary records from both terrestrial and marine archives were analyzed using multiple biogeochemical and climate proxies to reconstruct these parameters and relationships in the Central Mediterranean.\nThis work integrates organic (lipid biomarker, compound-specific isotope) and carbonate clumped isotope analyses from terrestrial (coastal Croatian lake) and marine (Aegean Sea) sediment cores to assess changes in vegetation dynamics, fire activity, human lifestyles, temperature, and hydroclimate across the Central Mediterranean. Together, these records capture coupled ecological, climatic, and human-driven changes across the Holocene (11, 700 kyrs–present), a period for which regional paleoclimate data remain sparse.\nTerrestrial biomarker results (*{n}-alkanes, PAHs, fecal stanols, GDGTs) spanning the Middle Holocene indicate intensifying human activity coincident with wetter regional conditions, the combination of which led to a temporary, localized enhancement of microbial activity. To contextualize these results within the regional climate space, we applied proxies for temperature (GDGTs, carbonate clumped isotopes) and hydrology (compound-specific hydrogen isotopes) to both our terrestrial and marine records. Results indicate a warming, drying trend throughout the Holocene, with the Middle Holocene a ‘transitional’ period tentatively punctuated by alternating wet/dry cycles. Ongoing hydrogen isotope analyses will better constrain the role of changing hydroclimate conditions on landscape evolution and human activity in the Central Mediterranean.\nBy pairing biogeochemical indicators of climate variability, ecosystem conditions, and early human activity, this study1) provides a pathway for tracing the spatiotemporal evolution of human lifestyle modes during a period of transitional climate dynamics, and 2) highlights the sensitivity of Central Mediterranean landscapes to even modest climatic perturbations and anthropogenic impacts, offering a long-term perspective essential for assessing future environmental change in this rapidly warming, drying region."
Juliana Drozd,Lipid Carbon Isotope Patterns as Metabolic and Environmental Proxies,"Juliana Drozd^{1}, Katherine Freeman^{1}, Elliott Mueller^{2}","^{1}Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}Department of Geological Sciences, University of Colorado Boulder, Boulder, CO, USA","The chemical structures and stable isotope compositions of lipids preserved in the rock record, known as biomarkers (molecular fossils), serve as proxies for properties that can be used to reconstruct past ecology and climates. Reconstructions based on biomarker proxies rely on knowledge of how organisms, specifically primary producers, change their lipid production in response to growth conditions. Metabolic regulation triggered by environmental change is difficult to assess with the biomarker record. However, differences in the carbon isotope compositions between different types of lipids potentially capture signs of metabolic regulation because the flux of metabolites through branch points in biosynthetic pathways can control the expression of isotope effects by enzymes. Fluxes are regulated in response to an organism’s needs and its environmental conditions but are also subject to constraints from the organism’s physiology, including the compartmentalization of eukaryotic cells. We used metabolic reaction network ditopologies modeling and comparison to existing datasets to assess these signatures for green algae, haptophyte algae, cryptomonad algae, and diatoms. In many algae, fatty acid biosynthesis is upregulated due to environmental stresses like temperature changes and nutrient starvation. This results in a decreased difference in the carbon isotope compositions of fatty acids and phytol, an important isoprenoid lipid. For green algae, sterol biosynthesis is co-regulated with fatty acid biosynthesis, which results in sterols becoming ^{13}C-enriched relative to phytol when the algae are under environmental stress. We can potentially use the differences in the δ^{13}C values of different types of lipids as a proxy for environmental stress-induced metabolic regulation in eukaryotic algae. These findings for modern algacultures might be able to be expanded to the biomarker record to spot paleoenvironmental conditions that would have stressed ancient algal populations."
