"name","title","authors","institutions","abstract"
"Samuel Williams","Quantifyingsediment storage and evacuation in response to compound earthquake and typhoonhazards in the Liwu River, Taiwan","Samuel Williams^{1}, Eric Kirby^{1}, Roman DiBiase^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","In steep, tectonically active landscapes, earthquakes and precipitation can generate large, episodic sediment pulses thattransiently alter channel morphology. The timescales over which these pulsesare evacuated, and the sensitivity of transport to large discharge events, remain uncertain. Understanding how sediment pulsespropagate through boulder-dominated rivers is necessary for predicting thelong-term evolution of active mountain belts. Because these transient responsesinfluence channel longitudinal profiles and the pace at which rivers adjust totectonic forcing, constraints on sediment storage and evacuation are essentialfor linking short-term events to long-term landscape evolution. A natural experiment is posed by the Liwu River following the 2024Hualien earthquake in the Central Range of Taiwan. This Mw 7.2 event triggeredwidespread co-seismic landsliding, and an intense subsequent typhoon season hadmultiple storms capable of triggering additional landsliding and mobilizingstored sediment. I will quantify spatial and temporal patterns of sedimentstorage and evacuation in the Liwu River using a multi-temporal dataset to testthe following hypotheses: (1) sediment aggradation will be clustered downstreamof major landslide and tributary inputs rather than uniformly distributed alongthe reach, and (2) reaches with greater pre-event boulder cover will retainsediment longer during floods.\nThis study leverages a high-resolution Unmanned Aerial Vehicle (UAV) survey conducted in 2023 that providescentimeter-scale orthophotos and 3D point clouds for baseline channelmorphology. These data will be integrated with a time series of 10–50 cm scaleresolution orthophotos and a repeat UAV survey to quantify bed elevationchange, sediment storage, and boulder exposure from 2023-2026 across a ~4 kmreach of the Liwu River. Together, these observations will provide newconstraints on sediment residence time and the role of boulder cover incontrolling sediment transport following extreme disturbances."
"Chandan Sahu","How does composition variation affectmantle solidus and thermal evolution of rocky planets?","Chandan Sahu^{1}, Bradford Foley^{1}, Aaron Wolf^{2}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}SETI Institute, Mountain View, CA, USA","Understanding exoplanet interiors remains achallenge due to the inherent difficulty of direct observation. While theiratmospheres are observed using advanced telescopes, interior modeling providesinformation about their interior structure, composition, and evolution relevantfor interpreting atmospheric observations. Current models often assume an Earth-like mineralogy, however rocky exoplanets can come in ranges of differentcompositions. Studies from the Hypatia catalog and other stellar composition cataloguesshow that stars can have a wide range of elemental abundances, leading todiverse mineral compositions in terrestrial planets, as they reflect therefractory materials present in the host star.\nOur research investigates how variations ininterior composition affect the mantle mineralogy and solidus, the viscosityand consequently the planet’s thermal history. The solidus, marking the onsetof melting, is crucial for heat and melt transport. On Earth, olivine andpyroxene are the primary minerals in the upper mantle. Variability in elementalabundances in stars suggests planets may have diverse olivine-pyroxene (Ol-Px) ratios. We use the MELTS model to determine how different mineralogies affectthe mantle's solidus profile. Our results indicate higher solidus temperaturesfor higher Ol-Px ratio. We then integrate the calculated solidii with themantle adiabat and heat sources/sinks to simulate interactions between mantlecomposition, temperature, viscosity, and lid growth over geological timescales. We also model the viscosity using flow laws and creep mechanisms, to observethe behaviour with changing Ol-Px ratio. This helps us understand meltproduction, outgassing, volcanism, and other dynamic processes during a rockyplanet’s evolution, aiding in predicting the thermal and geological history ofexoplanets. Understanding these is essential for identifying the presence oftectonic activity and volcanism, and can create and sustain habitable conditions."
"Christian Lundy","The Stabilization of Wastewater-Derived Phosphorus in a Florida Keys, USA Karstic Aquifer","Christian Lundy^{1}, Eleanor Spielman-Sun^{2}, Lee Kump^{1}, Miquela Ingalls^{1}, and Rachel Housego^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}SLACNational Accelerator Laboratory, 2575 Sand Hill Road, Menlo Park, CA, USA","Submarinegroundwater discharge is an often overlooked source of nutrient loading incoastal ecosystems. Phosphorus (P) inputs into ocean surface waters can causeeutrophication, leading to algal blooms and deoxygenation. Shallow wastewaterinjection in Marathon, FL injects up to 700, 000 liters of high-P treatedwastewater daily approximately 30 meters into the Key Largo Limestone (KLL) aquifer for disposal. P concentrations are greatly decreased within the plumedue to dilution, adsorption of P to the calcite lattice, and precipitation of Pminerals. This P sink is under threat as rising sea levels cause salineintrusion into previously fresh aquifer regions, leading to P desorption andpossible P mineral dissolution. This study aims to characterize the P mineralsprecipitated from KLL shallow wastewater injection to assess P sink stabilityunder future saline intrusion scenarios.\nCarbonatecores were collected at three locations along a cross-island transect throughthe Marathon wastewater plume in September 2025. Adjacent monitoring wells wereinstrumented with conductivity-temperature-depth sensors to determine coresalinity zones and water samples were collected for plume geochemicalcharacterization. Thin sections from the cores were selected from fresh andsaline aquifer regions and sections of varying secondary porosity. They will beanalyzed using µ-X-Ray Absorbance Near Edge Structures (µ-XANES) and µ-X-Ray Fluorescence (µ-XRF) at the Stanford Synchrotron Radiation Lightsource (SSRL) and Scanning Electron Microscopy/Energy Dispersive Spectroscopy (SEM/EDS) atthe Penn State Materials Characterization Laboratory to determine P mineralspeciation. We hypothesize that more stable P minerals will be present inaquifer regions with lower salinity and less secondary porosity, as decreasedgroundwater residence time from preferential karstic pathways leads todecreased P mineral precipitation. This project holds important implicationsfor P loading under future saline intrusion scenarios and can provide importantgeochemical constraints for reactive transport modeling of shallow wastewaterinjection."
"Anthony Delgadillo Salas de la Tierra","Reconstructing Late Pleistocene/Holocene Fire–Vegetation–Human Feedback in the Lake Malawi Basin Using Core MAL05-2A","Anthony Delgadillo Salas de la Tierra^{1}, Sarah Ivory^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Lake Malawi is an important sedimentaryarchive for understanding the long-term changes between tropical Africanclimate, ecosystems, and early human activity. During the Pleistocene, East Africa experienced megadroughts causing permanent ecological reorganizationbetween ~85-70 ka, shifting from Afromontane forests to miombo woodlands. It is unclear if the transition issolely a climate shift or if early anthropogenic fire-vegetation feedbackoccurred. Addressing this gap has been challenging due to chronologicaluncertainties and coarse sampling resolutions during the Late Pleistocene-Holocene transition. This project tests the hypothesis that earlyhuman fire use during the 85-70 ka transition created self-sustained ecologicalfeedback that later intensified during the Holocene agropastoralism.\nThisproject aims to analyze 56 sediment samples from core MAL05-2A, spanning thelast ~123, 000 years with some intervals studied at a higher resolution such asa millennial scale. By utilizing pollen analysis to track vegetation changeswith microscopic charcoal analysis to measure fire activity, this study willdevelop an improved understanding of environmental conditions in southeast Africa. Results are expected to reveal two major phases of fireintensification, the ~85-70ka transition and the Holocene. This fireintensification is suspected to be characterized by a continuous directionalshift toward grass dominated savanna assemblages. This research aims todetermine whether fire-maintained landscapes in Southeast Africa are a modernoccurrence or a legacy of Pleistocene anthropogenic influence, providing abaseline for understanding modern landscape degradation and ecosystemresilience under climate change."
"Zach Loveall","Dual-Clumped Isotope Disequilibrium in Terrestrial Carbonates","Zachary Loveall^{1}, Ellen Olsen^{1}, Miquela Ingalls^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Terrestrial carbonates preserve valuablepaleoclimate records in their isotopic compositions. However, kinetic effectsassociated with dissolved inorganic carbon cycling, including CO_{2}degassing, absorption, and water mixing can shift isotopic systems out ofequilibrium. Because isotopic equilibration in the DIC–H_{2}O systemoccurs over hours to days, rapidly forming carbonates may preserve transientdisequilibrium signals, complicating paleoclimate records. Carbonates from the Green River Formation of Wyoming and Utah record lacustrine, wetland, andshoreline environments during the Early Eocene Climatic Optimum, a warminterval characterized by elevated pCO_{2} and high temperatures. Thesedeposits provide an ideal natural laboratory for evaluating how rapid carbonateprecipitation records isotopic disequilibrium across terrestrial environmentsand facies. Petrographic screening and mineralogical analyses were conducted onstratigraphically constrained samples to assess diagenetic overprinting. Weinterpreted preliminary δ^{13}C, δ^{18}O, and dual-clumpedisotope (Δ_{47}–Δ_{48}) values within the context ofdepositional and diagenetic history to characterize departures fromthermodynamic equilibrium. Preliminary petrographic characterization andinitial dual-clumped results suggest variability among facies that may reflectformation mechanisms rather than temperature alone. These results will refineinterpretations of carbonate-based paleotemperature reconstructions andestablish a framework for identifying and quantifying isotopic disequilibriumin terrestrial systems during past greenhouse climates."
"Lara Williams","Investigating deep critical zone structureusing landslide scars in the Taiwan Central Range","Lara Williams^{1}, Roman A DiBiase^{1, 2}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} Earth and Environmental Systems Institute, The Pennsylvania State University, University Park, PA, USA","The Critical Zone (CZ) is the near-subsurfacelayer that integrates rock, water, air, and biotic processes; it is wherebedrock is weathered and regolith is produced. The thickness of this weatheredzone is dependent on lithology, climate, and erosion rate. Models indicate thatweathering depths will be deeper in areas of slower erosion, as slower erosionrates will increase soil residence times and allow for deeper propagation ofweathering. However, it is difficult to isolate the influence of individual factors, and the lower boundary of the CZ is difficult to study as it is often beneathtens of meters of weathered material.\nTo address these challenges and isolate therole of erosion in determining weathering depth, I plan to examine landslidescars in the Central Range of Taiwan that provide a unique window into thesubsurface. The steep, rapidly eroding Central Range has a consistent climateand lithology, with landslides cutting directly into small patches of lowrelief topography found along the spine of the range. These landslide scarsoften expose the full depth of the weathered zone and extend into unalteredbedrock below. I plan to measure the depth of weathering in these scars usingaerial photography and high-quality drone imagery obtained in 2024 from Mt. Qilai from which I will build 3D models of the topography. By using the slopeof the low relief surfaces as a proxy for erosion rate, this will provide afirst-order sense of how weathering depth responds to erosion."
"Tsunami Sharmba","A Network Analysis of Administrative Callsand User Interdependencies in the Colorado River Basin","Tsunami Sharmba^{1}, Dr. Antonia Hadjimichael^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","The Colorado River sustains over 40 millionpeople, 5 million acres of cropland, and a $1.4 trillion economy across sevenU. S. states and Mexico. The basin faces mounting stress from chronicoverallocation, prolonged drought, and accelerating climate change. Initialwater allocations were based on flow estimates that exceeded actual averages byat least 3 million acre-feet, a structural deficit that has deepened as warmingtemperatures reduce snowpack and accelerate evaporation. As supply and demanddiverge, the basin is approaching a governance crisis that current frameworksare ill-equipped to address.\nUnder prior appropriation, senior water rightsholders place administrative calls that curtail junior users during scarcity. These calls are the operational backbone of the system, but the patterns theyproduce regarding who curtails whom, how often, for how long, and under whathydrological conditions, reveal how climate stress propagates unevenly across arigid, seniority-bound network of interdependent users. When one user's callrestricts another, that stress can trigger broader adaptive responses such aswater transactions, crop changes, and decisions that carry their own risks andtradeoffs. Understanding where those pressures concentrate and how they cascadeis essential for anticipating maladaptation before it locks in.\nThis research maps the structure of water userinterdependencies in the Colorado River Basin using administrative call recordsfrom the Colorado Division of Water Resources. By representing users as anetwork, this work identifies which users and reaches are most vulnerable tocascading curtailment and where the system is most delicate. These findingswill inform future efforts to build resilience into governance frameworks amida deeply uncertain and changing climate."
"Jackson Saftner","Low-Cost Monitoring of Inert Gas Stimulation with DAS","Jackson Saftner^{1}, Xinxin He^{2}, Tieyuan Zhu^{1}, Shimin Liu^{2}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} Department of Energy and Mineral Engineering, The Pennsylvania State University, University Park, PA, USA","High-density microseismic monitoring is aproven tool for stimulation verification and reservoir surveillance, butconventional campaigns typically require a dedicated monitoring well or a largesurface geophone array. Here, we evaluate distributed acoustic sensing (DAS) asa cost-effective alternative by analyzing a continuous dataset acquired duringan inert-gas (liquid CO₂) stimulation at an onshore well site near Olean, New York.\nThe dataset was recorded on a fiber arrayattached to the same wireline used to deploy the stimulation tool to the targetinterval. This single-well setup avoids an additional monitoring well and stillprovides dense, high-sensitivity measurements. In the continuous record, wecapture the stimulation pulse with high signal-to-noise ratio and a richpost-stimulation interval characterized by sustained changes in seismic energyand numerous broadband impulsive signals consistent with cracking or deformationepisodes.\nTo enable rapid diagnostics, we develop alightweight detection workflow based on multi-band energy attributes andSTA/LTA triggering. Applying the workflow, we identify 732 candidate impulsiveevents and track the post-stimulation event-rate evolution, finding an Omori-type decay similar to earthquake aftershocks. We then add a simplesource-location step to estimate first-pass locations for a subset ofdetections (58 events), providing stimulation-verification metrics thatindicate fracture propagation to approximately 50 m from the stimulation well."
"Gabriel Dos Santos","Distributed Sensing of Frost Quakes and Ice-Wedge Cracking in Utqiaġvik, Alaska","Gabriel Rocha dos Santos^{1}, Tieyuan Zhu^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Ice wedge polygons are distinctive periglaciallandforms that result from repeated cycles of ground contraction and crackinfilling in permafrost terrains. However, the fracture events that initiatetheir growth remain poorly documented through direct field observations. Inthis study, we analyze thousands of short-duration seismic events recorded overtwo winters using continuous Distributed Acoustic Sensing (DAS) in Utqiaġvik, Alaska. These events display clear body wave arrivals followed by dominant surfacewave energy and broadband high-frequency content, suggesting shallow sourcesnear the fiber. We found a strong correspondence between peaks in seismicactivity and peaks in modeled ground thermal stress, derived from athermo-viscoelastic model constrained by Distributed Temperature Sensing (DTS) from a co-located fiber. These signals are interpreted as cryoseisms resultingfrom the thermal cracking of ice wedges during periods of intense groundcooling, commonly referred to as frost quakes. To investigate the spatialvariability of these events, we apply Matched Field Processing (MFP) using bothsurface and body wave arrivals. The resulting maps reveal evolving fracturepatterns across the tundra surface. In addition, we performed source mechanisminversion on a subset of near-field events to investigate whether theirwaveforms can be used to infer rupture orientation or mode. Our resultsdemonstrate the utility of DAS and DTS for detecting and characterizingthermally induced fracturing in permafrost. By combining seismic and thermalanalyses, we provide new insights into the seasonal evolution of subsurfacecracking and ice wedge development in a rapidly changing Arctic climate."
"Dayang Zhou","Listening to Arctic Sea Ice: Seismic Tremors as a Proxy for Ice Strength","Dayang Zhou^{1}, Gabriel Rocha dos Santos^{1}, Jackson Saftner^{1}, Tieyuan Zhu^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Sea ice is a critical component of the polarsystem, supporting Arctic ecosystems and coastal communities, reflecting asubstantial fraction of incoming solar radiation, and attenuating ocean waveenergy by acting as a mechanical buffer along coastlines. Under ongoing climatewarming, Arctic sea-ice extent has declined rapidly. Reduced ice coverincreases coastal exposure to wave forcing, accelerating erosion andheightening the vulnerability of infrastructure and communities. Monitoringnearshore sea-ice stability is therefore essential for assessing coastalhazards and environmental change in the Arctic.\nIn contrast to remote sensing methods, whichtypically provide spatial resolutions of tens of kilometers and temporalresolutions of days to weeks, seismic observations offer continuous, high-temporal-resolution monitoring that operates reliably through polar nightand severe weather. Seismic data are particularly sensitive to mechanical iceprocesses that are difficult to observe directly. Interactions between driftingpack ice and landfast ice generate distinctive harmonic tremor signals that canbe separated from other seismic sources. In this study, we investigate thephysical processes responsible for these harmonic features and explore theirrelationship to landfast-ice extent through analysis of fundamentalfrequencies.\nTo enable systematic detection, we apply amachine learning approach based on YOLO (You Only Look Once) to identifyharmonic signals in the time–frequency domain. The detected events exhibitclear seasonal variability, suggesting strong links to the evolving state ofnearshore sea ice. These results demonstrate the potential of seismicmonitoring combined with machine learning to provide new constraints on coastalsea-ice dynamics."
"Young Kim","Assessing Post‑Collapse Flank Instabilityat Anak Krakatau Using Satellite Remote Sensing","Young Cheol Kim^{1}, Christelle Wauthier^{1, 2}, Thomas R. Walter^{3}, Semeidi Husrin^{4}, Herlan Darmawan^{5}, Daniel Müller^{3}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} Institute for Computational and Data Science, The Pennsylvania State University, University Park, PA, USA\n^{3}GFZ German Research Centre for Geosciences, Helmholtz Centre Potsdam, Telegrafenberg Potsdam, Germany\n^{4} The National Research and Innovation Agency (BRIN), Indonesia, Jakarta, Indonesia\n^{5} Laboratory of Geophysics, Department of Physics, Facultyof Mathematics and Natural Sciences, Universitas Gadjah Mada, Yogyakarta, Indonesia","Anak Krakatau Volcano, Indonesia, experienceda major flank collapse on December 22, 2018, generating a tsunami that causedsignificant casualties. Prior InSAR studies showed more than a decade ofinstability on the southwest flank. This study investigates whether instability continued after the 2018 event. We used ALOS-2 and Sentinel-1 data spanning2019 to 2024. Due to ongoing eruptive activity and surface changes, threeseparate time-series were generated to ensure enough reliable pixels for InSARtime-series analysis. The key focus area was the southwest part of Anak Krakatau, where faster movement was observed prior to the collapse and most ofthe newly erupted material had accumulated.\nPost-collapse displacements show a stronggradient that aligns with fractures observed in drone imagery. To betterinterpret motion, we decomposed the InSAR time series into vertical andeast–west components, excluding the north–south direction due to lowsensitivity. The vertical displacement shows an exponential decay pattern, interpreted as compaction and consolidation of fresh deposits. To avoid thissignal dominating source modeling, we limited geodetic modeling to laterintervals of the time series. These displacements were then used in rectangulardislocation inversions to characterize the subsurface processes controllingpost-collapse deformation."
"Sierra Melton","Enhanced Grounding Zone Stresses at an Ice Cliff Compared to at a Freely Spreading Ice Shelf","Sierra Melton^{1}, Byron Parizek^{1, 2}, Richard Alley^{1}, Sridhar Anandakrishnan^{1}","^{1} Department of Geosciences, and Earth and Environmental Systems Institute, Pennsylvania State University, University Park, PA, USA\n^{2} Mathematicsand Geoscience, Pennsylvania State University, DuBois, PA, USA","Ice stored in the Greenland and Antarctic Ice Sheets largely flows to the ocean through fast-flowing outlet glaciers and icestreams, forming floating ice shelves when it crosses the grounding zone. Iceshelves are susceptible to melting, rifting, and collapse, which has beenobserved to speed flow of non-floating ice and to expose grounded ice cliffsthat can retreat rapidly by iceberg calving, raising sea level. Most ice sheetmodels do not simulate coupled ice-shelf loss and calving-cliff retreat becauseof difficulty in modeling the governing processes at suitable spatiotemporalresolutions and parameterizing the sub-gridscale physics involved in thesetransition regions. With the Ice-sheet and Sea-level System Model (ISSM), wecompare the 3D grounding zone stresses for a freely spreading ice shelf withthose at an ice cliff for an idealized outlet glacier. At an ice cliff, lack ofsupport from any further glacial ice in the down-flow direction causes a stressimbalance, compensated for by enhanced englacial stresses. These enhancedstresses should speed rates of glacial thinning and retreat for an ice cliffcompared to a freely spreading shelf because they are occurring within thegrounding zone rather than within the distal zones of the attached ice shelf. Even a freely spreading ice shelf underestimates cliff stresses by shiftingstresses from the grounding line to the front of the shelf. Our results willultimately help represent ice-cliff retreat more accurately in ice sheet modelsto improve sea-level rise projections."
"Noshin Sharmili","Exploring the Depositional & Erosional Morphology of Jezero Crater","Noshin Sharmili^{1}, Liz Hajek^{1}, Kathryn Stack Morgan^{2}, Ben Cardenas^{1}, Libby Ives^{3}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}NASA Jet Propulsion Laboratory, Pasadena, CA\n^{3} Michigan Geological Survey, Kalamazoo, MI","The Jezero crater western fan, an explorationsite of the Mars 2020 Perseverance rover, contains a record ofpaleoenvironmental conditions, sedimentary processes, and potentialbiosignatures. It has generally been assumed that the modern shape and extentof the Jezero western fan is the result of the interplay between a deltaicdeposit and billions of years of wind erosion on the Martian surface. Finegrained facies such as silt and clay would have been preferentially removed bywind erosion while rocks made of sand and gravel would have been more likely tobe preserved.\nHowever, this hypothesis is not consistentwith the modern shape and extent of the Jezero western fan. Specifically, thescarp that defines the current extent of the western fan is abrupt and does notcoincide with a downstream decrease in grain size. Instead, observations madeduring Perseverance’s traverse across the crater floor and the Jezero craterwestern fan suggest that the strongest control on the present shape of the fanis the spatial distribution of a sandstone- and boulder-bearing sequence (“the Upper Fan group”) that is unconformably overlain on underlying fluvial anddeltaic sediments and absent on crater floor. Boulders are impervious to winderosion and would essentially armor any underlying sedimentary rocks fromerosion. This study employed numerical models to investigate the factorscontributing to the preservation of Jezero Crater’s western fan morphology andto understand the erosion rates affecting its formation and evolution. Theexperiments tested the hypothesis that the fan's shape was originally inheritedfrom the lower Otis Peak Formation and later preserved by the erosion-resistantigneous boulder deposits of the upper Otis Peak Formation."
"Caleb Norville","Impacts of Fire and Solar Radiation on Afroalpine Vegetation in the Rwenzori Mountains","Caleb Norville^{1}, Sarah Ivory^{1, 2}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2}EESI, The Pennsylvania State University, University Park, PA, USA","Previous work has elucidated the responses of Rwenzori Mountains Afroalpine vegetation to Holocene temperature andprecipitation changes, suggesting that Afroalpine ecologies may be moreinsulated from the impacts of increasing temperature than lower Afromontaneforest communities. Precipitation changes over the Holocene seem to correlatemore closely to observed changes in vegetation recorded by pollen preserved in Afroalpine lakes. However, a large portion of the variance in the pollen dataremains unexplained by these climate factors, necessitating the examination ofother environmental or ecological factors as potential drivers of vegetation. Fire has been proposed as a major catalyst for rapid vegetation change in the Afroalpine zone, especially following a large wildfire in 2012. However, recentwork has suggested that large Afroalpine fires were rare to absent across mostof the Holocene, making the 2012 event unprecedented over the past 13 ka. Ongoing work is focused on understanding the record of vegetation response tothis localized recent fire event.\nAfroalpine elevations produce harsh conditionsfor plants, where frequent cloud cover and frost limits plant growth, and highUV-B influxes necessitate adaptations to this damaging solar radiation. Plantsactively respond to changing UV-B influxes during the growing season byregulating their production of protective UV-B absorbing compounds (UACs) whichhave been shown to be well preserved within fossil pollen grains. These UACs inselected pollen taxa can be quantified using micro-FTIR spectroscopy, providinga pollen-based proxy for paleo UV-B influx. Changes in fossil pollen UACs cantrack orbitally controlled changes in solar insolation; however, the impacts ofUV-B blocking cloud cover have yet to be examined. Ongoing work is focused ondetermining whether changes in cloud cover associated with the termination ofthe African Humid Period can be observed in fossil Afroalpine pollen, potentially providing a novel proxy for paleo cloud cover."
"Eric Hasegawa","The effect of ring substitutions onaromatic carboxyl oxygen isotope geochemistry and applications tomacromolecular systems","Eric Hasegawa^{1}, Jason Boettger^{2}, Katherine Dawson^{3}, Katherine Freeman^{1}, Max Lloyd^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} North Carolina Department of Environmental Quality, Raleigh, NC, USA\n^{3} Department of Environmental Sciences, Rutgers University, Newark, NJ, USA","The position-specific oxygen isotopegeochemistry of macromolecules such as lignin, kerogen, or meteoritic insolubleorganic matter (IOM) can give insight into the origins and reaction pathways ofdifferent functional groups. These functional groups are dominantly associatedwith aromatic moieties in the macromolecular structures. However, it is unclearif and how functional group electronic properties differ due to substitutionson aromatic rings and how they result in different isotope geochemistry. An exampleis the oxygen exchange chemistry that can occur on an aromatic carboxyl groupsuch as the one found in benzoic acid. In this case, the carbon is sp^{2}hybridized, which links the oxygen to the larger aromatic framework. We aim toanswer the question: how do additional ring substitutions change the oxygenisotopic exchange chemistry at the carboxyl site, and how does this affect ourinterpretation of carboxyl group chemistry in natural samples? Initial densityfunctional theory modeling suggests little to no difference in fractionationfactors, and we follow these studies with physical equilibration experimentsusing methods developed in our previous study of phenol-water oxygen exchange. We reacted benzoic acid and vanillic acid with waters of known oxygen isotopiccompositions at elevated temperatures, and we injected these solutions into ourelectrospray ionization-Orbitrap mass spectrometer to determine oxygenequilibrium fractionation factors (the difference between an equilibratedcarboxyl group’s isotopic composition and the water’s isotopic composition) forthese two molecules. Carboxyl groups can exchange their oxygen in low pHconditions, and therefore their isotopic composition, once corrected with afractionation factor, will likely represent the isotopic composition of thelast acidic alteration fluid to which they were exposed. The impact ofadditional aromatic functional groups will be used as an analog to betterunderstand the impact of aromatic linkages in macromolecular frameworks."
"Erik Schoonover","Linking Arc Granitoids to Ore Deposits through Fluid–Melt–Rock Interactions","Erik Schoonover^{1}, Cole J. Stern^{1}, Renan Beckman^{1}, Rory Changleng^{1}, Evan Ritchey^{1}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA","Rising demand for key metals has placedincreased focus on discovering new deposits in Earth's crust. Resources, suchas Fe, Cu, and the rare earth elements, are fundamental for infrastructure, energy systems, and national security. Generating deposits large enough to beeconomically viable requires efficient crustal processes that mobilize andconcentrate these metals of interest. Investigating the mechanisms ofore-forming processes is important, particularly, for developing newexploration targets and reducing the economic costs associated with orediscovery and characterization. Crustal ore deposits provide a partial view ofthese processes because they are the final product of multistage, complexprocesses. Deposits are often overprinted by successive mineralization events, strongly modified by post-emplacement alteration, and their source rocks arerarely preserved or exposed. As a result, the physical and chemical mechanismsof ore formation are difficult to observe directly.\nBridging this gap in deposit formationrequires shifting focus from the mineralized deposits to the magmaticenvironments that generate them. Two major deposit types that supply strategicand critical elements are iron oxide-apatite (IOA) and iron oxide-copper-gold (IOCG) deposits. These deposits are exemplar models for metal concentration andmobilization from arc magmas. Competing models for these deposits suggesteither that enrichment occurs through separation of an Fe-rich immiscible meltor through Cl-rich fluid flux that sequester metals from a crystal-rich magma. Therefore, without source context, the interactions and relative rolesof fluid, melt, and magmatic rocks during metal concentration remainsunresolved.\nMy current hypothesis is that metal-enriched, channel-like features in arc granitoids represent the preserved record of metalmobilization during the magmatic-hydrothermal transition.\nThese featurescould provide a means to directly link late-stage arc magmatism withore-forming processes. The Tuolumne Intrusive Suite (TIS), CA, USA is an idealsetting, enabling clear observation of the parameters governing fluid-melt-rockinteraction during the metal mobilization."
"Emma Hartke","Holoceneclimate changes, ecosystem conditions & early human activity in the Central Mediterranean: a multi-proxy investigation","Emma Hartke^{1}, Kate Freeman^{1}, Miquela Ingalls^{1}, Melissa Berke^{2}","^{1} Department of Geosciences, The Pennsylvania State University, University Park, PA, USA\n^{2} Civil and Environmental Engineering and Earth Sciences, Notre Dame University, Notre Dame, IN, USA","Holocene records of environmental changecapture the interrelated evolution of climate, ecosystems, and early humanactivity, especially as societies in the Central Mediterranean transitionedtoward increasingly settled agropastoral lifestyles during the Middle Holocene. Disentangling the relative influences of postglacial climate variability andanthropogenic landscape modification remains challenging, particularly in thisclimatically sensitive region. Continuous sedimentary records from bothterrestrial and marine archives were analyzed using multiple biogeochemical andclimate proxies to reconstruct these parameters and relationships in the Central Mediterranean.\nThis work integrates organic (lipid biomarker, compound-specific isotope) and carbonate clumped isotope analyses fromterrestrial (coastal Croatian lake) and marine (Aegean Sea) sediment cores toassess changes in vegetation dynamics, fire activity, human lifestyles, temperature, and hydroclimate across the Central Mediterranean. Together, theserecords capture coupled ecological, climatic, and human-driven changes acrossthe Holocene (11, 700 kyrs–present), a period for which regional paleoclimatedata remain sparse.\nTerrestrial biomarker results (*{n}-alkanes, PAHs, fecal stanols, GDGTs) spanning the Middle Holocene indicate intensifyinghuman activity coincident with wetter regional conditions, the combination ofwhich led to a temporary, localized enhancement of microbial activity. Tocontextualize these results within the regional climate space, we appliedproxies for temperature (GDGTs, carbonate clumped isotopes) and hydrology (compound-specific hydrogen isotopes) to both our terrestrial and marinerecords. Results indicate a warming, drying trend throughout the Holocene, withthe Middle Holocene a ‘transitional’ period tentatively punctuated byalternating wet/dry cycles. Ongoing hydrogen isotope analyses will betterconstrain the role of changing hydroclimate conditions on landscape evolutionand human activity in the Central Mediterranean.\nBy pairing biogeochemical indicators ofclimate variability, ecosystem conditions, and early human activity, this study1) provides a pathway for tracing the spatiotemporal evolution of humanlifestyle modes during a period of transitional climate dynamics, and 2) highlights the sensitivity of Central Mediterranean landscapes to even modestclimatic perturbations and anthropogenic impacts, offering a long-termperspective essential for assessing future environmental change in this rapidlywarming, drying region."
